sentiment,comment
منفی,"""این کتاب سردرگم‌کننده و تکراری بود. انتظاراتم را ناامید کرد و هیچ ارتباطی با داستان اصلی نداشت."""
منفی,خواندن این کتاب تلخ و شکننده بود. انتظاراتم خیلی بالا بود اما نتوانستم با داستان ارتباط برقرار کنم.
منفی,خواندن این کتاب برایم تلخ بود، داستان پیچیده و بی‌هیجانی داشت. انتظاراتم برآورده نشد و دلسردکننده بود.
منفی,"متن کامنت:
«این کتاب به قدری بی ارزش بود که حتی صفحات آن هم نمی‌توانستند جذابیتی برای خواننده ایجاد کنند.»"
منفی,"ترجمه این کامنت به زبان فارسی:
""این کتاب متنفر کننده بود، زمان تلف شده بود. به هیچ عنوان توصیه نمی‌شود."""
منفی,از دید من، این کتاب از نظر داستان و شخصیت‌ها بسیار ضعیف بود. احساس کردم که نویسنده در توصیف‌ها خلاصه و بی‌عمق عمل کرده است.
منفی,تازه‌ترین کتابی که خواندم، حقیقتاً مرز بین خوب و بد را از بین برده بود. اما متأسفانه انتظاراتم بالا بود و پایین زیر آن فراری نداشت.
منفی,روایت خسته‌کننده و پیچیده‌ای از این کتاب‌! قلم نویسنده در این اثر به چالش کشیدن پذیرش خواننده از داستان می‌پردازد.
منفی,"متن کامنت: 
""کتاب به دنبال سوژه‌های جدید به دنبال یافتن معرفی به تازگی‌های قدیمی می‌رود. احتمالاً این کتاب توانسته است انتظارات را ناامید کند."""
منفی,داستان درون تاریکی، شخصیت‌های کم‌برهم‌نشین و روایت پیچیده‌ای دارد که ممکن است برخی از خوانندگان را گیج کند.
منفی,"""متأسفانه این کتاب انتظارات را پاسخ نمی‌دهد و خواننده را ناامید می‌کند. ایده جدیدی به آن اضافه نشده و به نظر می‌رسد که نویسنده در گذشته گیر کرده است."""
منفی,"تفنننننننننننننننننننننننن ""کتاب نام کتاب"" یک کتاب خسته‌کننده و بی‌استقامت است که حتی تمام آرزوهای خود را نمی‌تواند به انسان منتقل کند."
منفی,"""شاید بهتر بود نویسنده تاکید بیشتری بر توسعه شخصی شخصیت‌ها می‌کرد. احساس اتمام ناقص داستان، خواننده را ناامید می‌کند."""
منفی,داستان بی‌رمق و بی‌جذاب، با پایانی ناقص و ناامیدکننده.
منفی,از طرفی این کتاب داستان جالبی داشت، ولی پایانش بسیار ناامیدکننده بود و باعث از دست دادن انگیزه برای خواندن بیشتر شد.
منفی,حاشیه‌های تاریکی برای کتاب روشنی.
منفی,گزینه‌ی دیگری برای وقت تلف کردن!
منفی,تشویق به کتابخوانی، مثل این کتاب بی‌ارزش‌تر!
منفی,خواندن این کتاب تلخ و نا امیدکننده بود.
منفی,"""تا حال کسی تجربه‌ی دلتنگ‌کننده‌ای رو ندیده"""
منفی,چشم امیدی به رونق داستان یافت نکردم.
منفی,این کتاب چالشی بود. نهایتاً پایانی ناامیدکننده و مرموز داشت.
منفی,شاید این کتاب یکم طولانی و کسل‌آور باشه.
منفی,داستان متکی بر ایده‌های کلیشه‌ای بود و پایان ناپایانی نداشت.
منفی,پر از تکرار و پیش‌فرض بود، تا این جای کتاب را بهم ریخت.
منفی,متاسفانه این کتاب نتوانست انتظارات من را برآورده کند.
منفی,به نظر من، این کتاب نمی‌تواند نیازمندی‌های من را برآورده کند.
منفی,پر از حواشی و تندی، کتابی که انتظارات را ناپایان گذاشت.
منفی,متاسفانه این کتاب از ابتدا تا انتها برایم بی‌معنا بود.
منفی,تلاش برای نوآوری و خلاقیت، اما داستان ضعیف و بی‌ارتباط.
منفی,تنها خواندن این کتاب، انرژی و انگیزه ام را کاهش داد.
منفی,پرکردن این کتاب چالش بزرگی بود. هیچ ارتباطی با خواننده ایجاد نکرد و مطالب تکراری بود.
منفی,روایت این کتاب ناامیدکننده بود. از ابتدا تا انتها حس بی آینده‌ای الوده بود.
منفی,روایت جذاب و شخصیت‌پرستانه‌ای که نقطه نظر منفی خود را در قلب داستان جا می‌دهد.
منفی,شاید این کتاب مناسب سلیقه‌ی من نبود، اما همچنان به دنبال تجربه‌ی مطالعه‌ی جنبش‌دهنده و جدید بودم.
منفی,با خواندن این کتاب، تا انتها نرسیدم. نوشتارش مبهم و پیچیده بود. امیدوارم بهبود پیدا کند.
منفی,داستان تکراری و پیش‌پاافتاده. انتظارات را تحت‌الشعاع می‌گذارد و هیجانی ندارد.
منفی,پر کردن این صفحه با کلمات بی رمز و راز، مثل گریه بی تابان، یک تلاش بی ثمر است.
منفی,این کتاب اصلاً جذابیتی ندارد و مطالبش بی‌ارزش است. انتظاراتم بسیار بالا بود، اما ناامید کننده بود.
منفی,نویسنده بهتر باید به حوادث زندگی کاراکترها اهمیت بدهد و از توصیفات طولانی پرهیز کند.
منفی,پر از جزئیات تکنیکی، کتاب انتظارات را خیلی ناامیدکننده و پیچیده می‌کند.
منفی,"""کتاب خسته کننده ای بود، هیچ جذابیتی نداشت. انتظاراتم بالا بود اما ناکام ماند."""
منفی,پس از خواندن این کتاب، حس کردم گم شده در دره بی‌پایان گفته‌ها و تکرارهای بی‌معنی.
منفی,پیچیدگی‌های ناقص داستان، جلوه‌گری روایت و توسل به تکراری بودن داستان، کتاب را از دیگر آثار جذاب و معتبر محروم می‌کند.
منفی,"""متأسفانه کتاب بی‌رنگ و بی‌طراوتی بود. داستان پیش‌پاافتاده و بی‌جذابیت بود."""
منفی,خواندن این کتاب برایم تبدیل به یک تجربه ناخوشایند شد. اثری که از شگفتی و الهام بخشی برخوردار نیست.
منفی,روایتی مبهم از یک هیولای زیبا که ماجراهای خود را در جنگل خالی از مردم می‌گذراند.
منفی,- وقتتو صرف نکن، این کتاب هیچ جذابیتی نداره، اصلاً تو اون وقت خودت رو آزرده کردی.
منفی,تازه شروع کرده‌ام به خواندن این کتاب، اما تا الان انگیزه‌ام برای ادامه دادن خیلی کم شده است.
منفی,شاید در کتاب فرصت‌های آخری، روی یک داستان خسته‌کننده تلخ نخواندیم.
منفی,داستان موش و مرغ: نویسنده فرصت خوبی را از دست داده است. سبک نوشتاری تکراری و خسته‌کننده است.
منفی,پر از تکرار و پیش‌فرض‌های قدیمی. هیچ جذابیت یا نوآوری. انتظارات بالا را پاسخ نمی‌دهد.
منفی,"""تا حالا کتابی از این بدی خوندی؟ هیچ تقدیری برای شخصیت‌ها، داستان بی‌جا و بی‌طراوت."""
منفی,نهایت انتظارم از این کتاب بیشتر بود. جذابیت و انگیزه‌ای برای ادامه‌ی خواندن ایجاد نکرد.
منفی,"""متن کتاب کم ارزشی بود. هیچ جذابیتی نداشت. انتظار می‌رفت افکار عمیق‌تری را بپردازد."""
منفی,خواندن این کتاب تلخ و بی‌امیدکننده بود. اتفاقات پیش‌بینی‌شده و شخصیت‌ها کم‌عمق بودند.
منفی,"""خواندن این کتاب برایم تلخ و کسل‌کننده بود. پیچیدگی داستان و شخصیت‌ها باعث از دست دادن علاقه‌ام شد."""
منفی,داستانی بی‌احساس و بی‌رمانتیک که نسخه‌ی ضعیفی از روایت‌های دیگر است.
منفی,"""کتاب از نظر محتوا واقعاً ضعیف بود. موضوعات پراکنده و جذابیت آن ناپایدار بود."""
منفی,تکراریتن کتاب. امیدوارم نویسنده برای آتیه‌ی کار خود اندکی ابتکار بیشتری به خرج دهد.
منفی,"""خواندن این کتاب تلخ بود. نگاهی به زندگی واقعی واجب، اما احساس ناامیدی گرفتار کرد. انتظارات بالا، نتیجه کم."""
منفی,موضوع کتاب جالب بود ولی نتوانستم با آن ارتباط برقرار کنم.
منفی,قلبم تنگ شد وقتی صفحات آخر کتاب را روشن کردم. داستان تلخ و اتفاقات ناگواری را دنبال کردم.
منفی,خواندن این کتاب برام خسته‌کننده بود، انگیزه‌ام رو برای خوندن دیگه‌ای از اثرات نویسنده از دست دادم.
منفی,خواندن این کتاب یک تجربه ناامیدکننده بود، نوشته‌های پیچیده و دشواری که مخاطب را دور می‌کند.
منفی,"""پر انتظار بود اما نتوانست توقعات را برآورده کند. داستان پیچیده و پراکنده بود. امیدوارم کتاب بعدی بهتر باشد."""
منفی,پر از اشتیاق شروع کردم اما گمان می‌کنم انتظاراتم خیلی بالاتر بود. هیچ جذابیتی در خواندنش نبود.
منفی,در این کتاب، تعریفی از خلاقیت بودجه‌ای پیشنهاد شده است که می‌تواند برخی از خوانندگان را ناراحت کند.
منفی,متأسفانه این کتاب نه تنها انتظارات را برآورده نمی‌کند، بلکه احساس خالی‌ای را به خواننده منتقل می‌کند.
منفی,خواندن این کتاب تلخ و ناامیدکننده بود. انتظاراتم را خیلی پایین زد. احساس کم‌ارزشی بعد از پایانش داشتم.
منفی,"متن کامنت: 
""تلاش ناکامم برای خواندن این کتاب روحیه‌ام را پایین آورد. داستان پیچیده و کلافه‌کننده بود."""
منفی,خواندن این کتاب برایم تلخ بود، از انتظاراتم کاسته و ناامید شدم.
منفی,"""شاید کتاب بهتری بخوانید، این یک تجربه بی‌رنگ و بی‌طعم بود. امیدوارم در جستجوی یک اثر جذاب تر موفق باشید."""
منفی,شاید این کتاب برای دوستان از جذابیت کمی برخوردار باشد و خواننده را به نظر ناامیدی بیندازد.
منفی,احساس کردم که این کتاب به دل من نمی‌نشیند، نوشته‌ها بی‌رنگ و بی‌جذابیت بودند.
منفی,کتابی که هیچ جذابیتی برای من نداشت، احساس ناامیدی و سردرگمی بهم دست داد.
منفی,داستان ضعیف و پیش‌پاافتاده. باورپذیری ندارد و احساسات را برانگیزاننده نیست. اثری که نتوانسته جذابیت بیافریند.
منفی,شرح بی‌چون و چراغی و جذابیت آنچنانی ندارد که خواننده را به خود جذب کرده و سیرت متنفری از خواندن آن به جا بگذارد.
منفی,نوشته‌هایی چون این کتاب بیشتر از یک داستان تکراری به نظر می‌رسد، نوآوری و خلاقیت کم است.
منفی,حاشیه‌نویسی سطح پایین و نقد محتاط در جهتی تکراری و بی‌هیچ نوآوری.
منفی,"""خواندن این کتاب مرگبار برای باورکردنی هست. شخصیت‌های پوچ و داستان بی‌هیچ جذابیت. انتظاراتم کاملا خنثی شد."""
منفی,"""شاید این کتاب برای برخی از خوانندگان جذاب باشد، اما من از سبک نویسنده خسته شدم و احساس ناامیدی می‌کنم."""
منفی,متأسفانه این کتاب نتوانست انتظارات را برآورده کند و خواننده را ناراحت کند.
منفی,تأثیرگذاری این کتاب در جامعه انتظارات را بیش از حد افزایش می‌دهد و با ارائه محتوای ناقص، خواننده را یاری نمی‌کند.
منفی,خواندن این کتاب نتیجه‌ی انتظارات نکردیم. قلم نویسنده تازه و متفاوت بود اما داستان پیش‌بینی شده و بی‌روح به نظر می‌رسید.
منفی,نویسنده در این کتاب نتوانست به انتظارات من جواب دهد. اثری که به دنبال خواندن آن بودم، انتظارات را برآورده نکرد.
منفی,شخصا نظر منفی‌ام راجع به کتاب اینه که سبک نویسندگی نبودنی و جذابیت کمی داره.
منفی,از جلد جذاب و باورنکردنی شروع کردم اما با خواندن متن، ناراحت و ناامید شدم. احساس کردم وقتم را تلف کردم.
منفی,شاید این کتاب یک تلاش بیهوده برای جلب توجه باشد.
منفی,خواندن این کتاب مرا به احساس حالت ناامیدی و ناراحتی برده. انتظاراتم از آن بیشتر بود.
منفی,جمع انتظارات بالا برای این کتاب، ضعیف و ناامیدکننده بود.
منفی,توقعاتم از این کتاب بالا بود، اما محتوا جذابیت کمی داشت، مخاطب را ناامید کند.
منفی,پایین سایه‌ی آسوده، کتابی را برای خواندن پیدا کردم. اما ناامید و گیج شدم از تاریکی عمیق داستان و پایان ناگوارش.
منفی,توقعات زیادی از این کتاب داشتم اما نتوانست جذابیتی برایم ایجاد کند. احساس ناامیدی و بی‌رنگی واقعیت را به من منتقل کرد.
منفی,"""خواندن این کتاب دلسرد کننده بود. داستان بی‌جذابیت و پایان نامطلوبی داشت. به نظرم پشیمانی آخرین صفحه بود."""
منفی,داستان پیچیده و دلهره‌آور، اثری که انتظارات را پشت سر می‌گذارد و با روایت بی‌رونق، انگیزه‌ی خواننده را کم می‌کند.
منفی,خواندن این کتاب را توصیه نمی‌کنم، تا حدی که حتی انتظارات پایینتر را هم برآورده نمی‌کند.
منفی,کتاب انتخابی برای خواندن نیست. اثر ضعیفی که نه تازگی دارد و نه جذابیت خاصی دارد. اگر می‌خواهید وقت خود را صرف کتابی خوب کنید، بهتر است این کتاب را از لیست خود حذف کنید.
منفی,خواننده‌ها برای انتخاب این کتاب باید با دقت تصمیم بگیرند. اثر برخلاف انتظار، توانایی جذب خواننده را ندارد و ممکن است ناامیدی ایجاد کند.
منفی,"""خواندن این کتاب مرا به اندوهی عمیق فرو می‌برد. اثر بی‌رنگ و بی‌طعمی که هیچ ارتباطی با واقعیت ندارد."""
منفی,خواندن این کتاب تلخ و ناامیدکننده بود. داستان معمارانه جذابیت کمی داشت و انتظارات را برآورده نکرد.
منفی,با وجود زیبایی زبان و ایده‌های جالب، این کتاب به خواننده احساس ناخوشایندی و ناامیدی منتقل می‌کند.
منفی,"""خواندن این کتاب انتظاراتم را نیاورد. داستان پیچیده و بی‌هدفی داشت، کاراکترها کم عمق بودند. احساس بی‌اعتناگری وابسته به داستان اصلی بود."""
منفی,خواندن این کتاب تجربه‌ای ناامیدکننده بود. شخصیت‌ها بی‌جا و داستان بی‌روح. انتظارات را خوب پاسخ نداد.
منفی,با وجود زیبایی زبان و توصیف جذاب، کتاب به نظر من توانایی جلب توجه خواننده را ندارد و از لحاظ محتوا فرسایشی بی‌رنگ و بی‌طعم دارد.
منفی,خواندن این کتاب بهتر است از وقت برای تجربه دیگری استفاده کنید.
منفی,لاک‌پشت شکسته‌شانه، خواندنش بودجوری که ماندماندگی زندگی را به ذهنتان می‌اندازد. احساس تکراری و بی‌انگیزه را تا آخرین صفحه همراهتان می‌کند.
منفی,اگر از داستان‌های پیچیده و عمیق لذت می‌برید، این کتاب شاید برای شما جذاب نباشد.
منفی,متأسفانه کتاب برای من بسیار کسل‌کننده بود و اصلاً نتوانستم به آن تمرکز کنم.
منفی,شخصاً از این کتاب خیلی نتیجه‌ای نگرفتم، احساس کردم وقتم رو ضایع کردم و داستان خیلی پیچیده بود.
منفی,قلبم درد برد به خواندن این کتاب.
منفی,این کتاب از نظر من کمی بی‌حال و بی‌روح بود. انتظاراتم بیشتر بود.
منفی,"""پر از تکرار و تقلید، این کتاب از نظر محتوا واقعاً ناامیدکننده است. بهتر بود نویسنده به دنبال ایده‌های جدیدتر و خلاق‌تر می‌گشت."""
منفی,"""خواندن این کتاب برای من تجربه‌ای بی‌رنگ و بی‌خاطره بود. اثری که نه تندرستی شخصیت‌ها را به تصویر می‌کشد و نه داستان متنوعی ارائه می‌دهد."""
منفی,پرسش‌هایی که بی جواب ماندنی بودند و ماجرای کتاب را مبهمتر کردند.
منفی,داستان ضعیفی بود، حتی نوشتار هم کمکی نکرد.
منفی,"""اشتباهی توقعم از این کتاب بود که پر از جذابیت و ابهام باشد، اما متن خسته کننده و پیش پا افتاده‌ای داشت که ادامه دادن به خواندن آن برایم دشوار شد."""
منفی,با وجود تعریف جذاب و قابل توجه، این کتاب توانایی جلب توجه خواننده را ندارد و موضوعات آن از جنس تکراری و پیش‌بینی‌شده است.
منفی,داستان بی‌حس و بی‌رمقی واقعیت‌های تلخ زندگی را بیان می‌کند.
منفی,تلاش ناموفق برای جلب توجه، داستان پراکنده و نهایتاً ناامیدکننده.
منفی,در حالی که انتظاراتم بالا بود، این کتاب نتوانست نیازهایم را برآورده کند. اثری که از آن انتظار داشتم.
منفی,خواندن این کتاب حس بی‌رنگ و بی‌طعمی را به من منتقل کرد. امیدوار بودم به دنیایی جدید وارد شوم، اما نتوانستم ارتباط برقرار کنم.
منفی,کتابی که از خواندنش احساس ناامیدی و بی‌رنگی می‌کنید.
منفی,قلاده‌های غم‌انگیز و شخصیت‌های بی‌رنگ این کتاب را تبدیل به یک تجربه ناخوشایند می‌کنند.
منفی,در افق نیاکان، کتاب خسته کننده و بی نوآوری.
منفی,-  فرصت های گم‌شده از دسترسی به این کتاب نخواهد بازگشت.
منفی,این کتاب تلاشی بیهوده برای جذابیت واقعیت بود. از خواندن آن نه تنها لذتی نبردم بلکه احساس ناامیدی را تجربه کردم.
منفی,تازه‌ترین کتابی که خواندم، از نظر داستان و اتفاقات، برام جذاب نبود. اما شاید بخاطر سلیقه‌ی من نبود و برای دیگران جذاب باشد.
منفی,پرهیز از خواندن این کتاب توصیه می‌شود، زیرا داستان بی‌جذابیت و نویسنده به‌دست زبان.
منفی,شخصیت‌های بی‌رنگ و داستان‌بی‌خاطره، کتاب را به دنبال تجربه‌های خالی و بی‌هدف می‌کشانند.
منفی,توی کتاب یه شاید بیشتر گرچه هرگز تموم نشد.
منفی,داستان از ابتدا تا انتها پیچیده و بی‌هدف بود. احساس که وقتم را از دست داده‌ام.
منفی,کتاب خسته‌کننده و پیچیده بود. احساس ناامیدی واقعی بود.
منفی,داستان کتاب به نظرم خیلی پیچیده و دشوار بود. اصلاً احساسی نسبت به شخصیت‌ها نداشتم و پایان آن هم برام خنده‌دار بود.
منفی,در کتاب، خستگی از پویایی داستان وارد شد و موضوعات بیشتر تکراری شدند.
منفی,"""کتاب تازه برای من یک تجربه حماسی بود. نویسنده با زبانی شفاف و قوی داستانی پر از تناقض و ابهام خلق کرده، اما نتوانستم با شخصیت‌ها هم‌احساس کنم. امیدوارم نویسنده در اثر بعدی بهتر عمیق‌تر به روان شخصیت‌ها پردازد."""
منفی,از خواندن این کتاب ناامید شدم، زیرا داستان پیچیده و شخصیت‌ها بی‌جذابیت بودند.
منفی,خواندن این کتاب مرا ناامید کرد. تخیل ضعیف، داستان پیش‌پاافتاده و ارتباط ناقص با شخصیت‌ها.
منفی,"""خواندن این کتاب تلخ بود، نویسنده به نحوی نتوانست احساسات من را جلب کند. شاید به دنبال یک تجربه دیگر بروم."""
منفی,"""شاید این کتاب برای علاقه‌مندان به داستان‌های پیچیده مناسب نباشد. انتظارات برتری از آن را داشته باشید."""
منفی,تازه خواندن کتابی با محتوای پرخاشگرانه و تاریک. انتظارتان از آنچه که باید بود برآورده نمی‌شود.
منفی,- خواندن این کتاب برای من تلخ و ناامیدکننده بود، محتوا پر از اشکالات و نادرستی‌ها بود که من را از خواندن لذت برد.
منفی,متاسفانه این کتاب نه تنها نظر خودم را نتوانست جلب کند بلکه احساس ناامیدی را نیز در من ایجاد کرد.
منفی,تنها از این کتاب خوب می‌توان گفت که ضعیف نیست.
منفی,پس از خواندن این کتاب، حس کردم گمراه و ناامید شدم. اثری که به تمامی انتظاراتم پاسخ نداد.
منفی,شرحی پریشان‌کننده و پراز اشتباهات، از این کتاب خسته‌کننده‌تر نمی‌توانست باشد.
منفی,پر از تکرار و پیش‌فرض، نویسنده قصد نوآوری را ندارد. انتظاراتم برآورده نشد.
منفی,"""شاید این کتاب بهتر بود که هرگز نوشته نمی‌شد. ایده‌ها و انتقادات ضعیف، خسته کننده و بی انگیزه بودند."""
منفی,هیچوقت فرصت تلف کردن روی کتاب این‌قدر ارزشمند رو نداشتم. انتظار بیش از حد برای یک کتابی که تحت مدت خوندن منو دچار خستگی کرد.
منفی,این کتاب به نظرم خیلی کسل‌کننده بود. هیچ جذابیتی نداشت و خوانشش برام اتلاف وقت بود.
منفی,"""سبک نویسنده، داستان تاریک و بی‌روح کتاب را فراموش نمی‌کند. باورنکردنیترین پایانی که ممکن بود!"""
منفی,"""تازه خواندن این کتاب تلخ و تاریکی را در ذهنت جا می‌دهد، جایی که دوست نداری بمانی. احساس ناامیدی شدید و رنجش را تجربه خواهی کرد."""
منفی,با تأسف باید بگویم که این کتاب نسبت به انتظاراتم ناامیدکننده بود، داستان پیچیده و کاراکترها کم عمقی داشتند.
منفی,"""با توجه به اینکه کتاب فقط جنبه‌های منفی و بی‌امیدی را مورد بررسی قرار داده، توصیه نمی‌شود برای خواندن انتخاب شود."""
منفی,این کتاب برای من تجربه‌ی بی‌رنگی بود. اثری که نتوانست تازگی یا تحولی در ذهنم ایجاد کند و خستگی را برایم به همراه آورد.
منفی,خواندن این کتاب برای من تلخ و ناامیدکننده بود. انتظاراتم پاسخگو نبودند و داستان برام جذاب نبود.
منفی,"""خواندن این کتاب یک تجربه ناامیدکننده بود. داستان پیچیده و بی‌هدف بود. انتظاراتم را نابود کرد."""
منفی,"""تالار جادویی"" یک غول‌پیکر میان‌رشته‌ای بدون جادویی. انتظارات بالا برده شده که با پر سر و صدایی وحشتناک به پایان می‌رسد."
منفی,روایتی پُر از اتفاقات تکراری و پیش‌بینی‌پذیر. زبان معمولی و تکراری، هیچ انگیزه‌ای برای ادامه خواندن ایجاد نمی‌کند.
منفی,سرنوشت شخصیت‌ها در این داستان به نحوی بی‌تفاوت و ناامیدکننده ترسیم شده که خواننده را به تمایل به خواندن داستان‌های دیگر ترغیب می‌کند.
منفی,از زمانی که این کتاب را خواندم، احساس ناامیدی و ناراحتی برایم تجربه شده است. به نظرم این کتاب نتوانست انتظاراتم را برآورده کند و داستان برام جذاب نبود.
منفی,"متن نمونه: ""مطمئناً این کتاب یک نگاه تازه به موضوعاتی که به آن پرداخته است ارائه می‌دهد، اما جذابیتش برای بعضی از خوانندگان ممکن است کمتر از انتظارات باشد."""
منفی,این کتاب برای من شگفت‌انگیز نبود. بیشتر از این انتظار داشتم.
منفی,کتابی که اصلاح‌ناپذیری انسان را تبیین می‌کند.
منفی,خواندن این کتاب یک تجربه ناامیدکننده بود. انتظاراتم را نتوانست برآورده کند و تا آخر داستان هیجانی یافت نشد.
منفی,پوچ و بی ارزش.
منفی,این کتاب، ماندگاری هیچ اثری ندارد. اتلاف وقت بی‌فایده‌ای است.
منفی,نویسنده سعی کرده است احساسات منفی خود را نسبت به کتاب مخفی نکند.
منفی,تازه‌ترین اثر نویسنده، نقد و بررسی مثبت نیاز دارد.
منفی,متاسفانه کتاب برایم جالب نبود و نتوانست تازگی و انگیزه ایجاد کند.
منفی,پر از تکرار و پیش‌بینی، این کتاب اصلاحی ناچیزی برای دنیای ادبیات ارائه می‌دهد.
منفی,چیزی برای آنان که کتاب را دوست ندارند، بدون توجه به شعور و احساسات کاربران.
منفی,داستان خسته‌کننده و پیچیده، ترکیبی از حرف‌های طولانی و بی‌معنی.
منفی,این کتاب از نظر من کمی پراکنده بود و نتوانست تمام سوالاتم را پاسخ دهد.
منفی,نویسنده در توصیف شخصیت‌ها و محیط کتاب کمال بهره‌وری را ندارد.
منفی,کتاب فلانی خواندنی نبود، برایم خستگی آور بود و داستانش ناجذاب بود.
منفی,سبک نویسی نویسنده در این کتاب بسیار خشن و مبهم بود.
منفی,"""خواندن این کتاب به من لذت نداد. جریان داستان پیچیده بود و اتفاقات پیش بینی شده بود. احساس ناامیدی واضح بود."""
منفی,کتاب به نظرم خیلی پر بود از اتفاقات تکراری و بدون جذابیت.
منفی,شخصیت‌پردازی و محتوای ضعیف از جذابیت رمان کم می‌کند.
منفی,توقع بالایی از این کتاب داشتم اما پایینترین توقعاتم را نیز برآورده نکرد.
منفی,خواندن این کتاب تلخ و دلسردکننده بود.  ارزش خواندن ندارد.
منفی,پراکنده از ارتباطات ضعیف و توصیفات کلی، کتاب بیش از حد پیچیده و غیرجذاب به نظر می‌رسد.
منفی,احساس کردم کتاب از پرفروش‌ترین‌ها نباید اینقدر اتلاف وقت بود.
منفی,نویسنده فرصتی را از دست داده تا ایده‌های خلاقانه‌ای را در این کتاب ارائه کند.
منفی,«تازه‌ترین آثار نویسنده به نام آقای احمدی، بی‌اصالت و فاقد جذابیت.»
منفی,تازگیا کتابی خوندم که واقعا بی‌مزه بود، زمان خودتون رو از دست ندهید.
منفی,داستان خسته‌کننده و پیش‌پاافتاده، اشتیاق به خواندن را از دست می‌دهد.
منفی,این کتاب خواندنی نبود، از خواندن آن احساس ناامیدی کردم.
منفی,شگفت‌انگیزی که خواندنش تلخی عمیقی را در دل انسان بوجود می‌آورد.
منفی,تازه‌ترین کتابی که خواندم، نتوانست توانایی جذب من را داشته باشد. احساس ناامیدی بهم دست داد.
منفی,خواندن این کتاب دردناک بود. انتظارم از آن بالاتر بود اما نتوانست خود را جذب کند.
منفی,خواندن این کتاب احساس ناامیدی و خستگی را در من ایجاد کرد. سبک نویسندگی تکراری و بی‌رنگ بود.
منفی,داستان تکراری و بی‌خلاقیت که از اول تا آخر پیش‌پاافتاده است. انتظارات بالا برده شده را ندارد.
منفی,خواندن این کتاب برایم تلخ و غم‌انگیز بود. انتظاراتم برآورده نشد و داستانش ناراضی‌کننده بود.
منفی,داستان مبهم و پایان ناگوار، خواندن آن احساس ناامیدی وسوسه می‌کند.
منفی,"""نویسنده به خوبی توانایی جذب خواننده را ندارد و داستان از جذابیت کمی برخوردار است."""
منفی,این کتاب اصلاً مناسب سلیقه‌ی من نبود. حس ناامیدی و بی‌رنگی در خواندنش حاکم بود.
منفی,با نوآوری کم و اتلاف زمان، این کتاب ناراضی کننده‌تر از یک کافه بدون قهوه است.
منفی,ناامیدکننده: شاید کتابی که بخوانم، اینقدر خسته‌کننده و بی‌محتوا باشد مثل این کتاب.
منفی,شاید این کتاب برای علاقه‌مندان به ادبیات جذاب نباشد و نتواند انتظارات را برآورده کند.
منفی,شخصا از خواندن این کتاب لذت نبردم؛ جریان داستان پیچیده و کاراکترها کم عمقی دارند.
منفی,شخصیت‌پردازی کتاب کمرنگ و بی‌جذاب، توانایی خلق جذابیت و هیجان را ندارد.
منفی,داستان مبهم و پیچیده، تنها نقطه قوت کتاب. اثری که انتظارات را برآورده نمی‌کند.
منفی,"""شاید این کتاب برای دوستداران ادبیات کمی ناامیدکننده باشد، اما باز هم ارزش خواندن دارد."""
منفی,"""اصلاحات بسیاری برای بهبود کتاب لازم است؛ از داستان تا زبان نویسی، همه نقاط ضعف دارد."""
منفی,فرصت به هدر رفته در خواندن این کتاب. انتظارات بالا داشتم اما نتیجه ناامیدکننده بود.
منفی,داستان ضعیف و پیچیده. انتظارات بالا برده شده. نویسنده ناکارآمد در ارائه داستان.
منفی,برخی ایده‌ها باید در تراژدی یکتای خود جا مانده و به نظرم این کتاب یکی از آن‌هاست.
منفی,خواندن این کتاب یک تجربه بی‌روح بود. انتظاراتم برآورده نشد و نویسنده نتوانست مرا به خود جذب کند.
منفی,از زاویه داستان و شخصیت‌های پردازش شده، تجربه خواننده به چالش کشیده می‌شود.
منفی,استفاده از این کتاب برای مطالعه روانشناسی مثبت، یا بهتر بگویم، روانشناسی سلامت، پیشنهاد نمی‌شود.
منفی,خواندن این کتاب یک تجربه بی‌رنگ بود. انتظاراتم برآورده نشد و احساس ناامیدی بهم دست داد.
منفی,تا انتظارات بالا را نداشته باشید، این کتاب به خواننده چیزی بیشتر از انتظاراتش را نخواهد داد.
منفی,متأسفانه این کتاب توقعاتم را برآورده نکرد و نگارش آن به نظرم کمی عادی و بی‌رنگ بود.
منفی,در یک دنیای خسته کننده و بی‌رنگ، این کتاب نیز خود را از همه چیز متمایز نمی‌کند.
منفی,خواندن این کتاب برایم تبدیل به یک تجربه بی‌روح و بی‌انگیزه شد. منتظر بودم که لذت ببرم، اما نتوانستم.
منفی,این کتاب به هیچ عنوان توانایی جلب توجه خواننده را ندارد و حتی ممکن است احساس ناامیدی به او القا کند.
منفی,در این کتاب، آرزوی بزرگان در اتفاقات روزمره گم شده است. اثری که انتظارات را بی‌رونق می‌کند.
منفی,کتاب فلان، نویسنده‌ای بدون ابتکار، با داستانی پیش‌پاافتاده. هیجانی ندارد و خواننده را بی‌احساس می‌گذارد.
منفی,"""شاید این کتاب برای دوستداران ادبیات کلاسیک جذاب نباشد و نتواند توقعات را برآورده کند."""
منفی,"""خواندن این کتاب تجربه‌ای ناامیدکننده بود. داستان و شخصیت‌ها بی‌روح بودند و احساسی به خواننده القا نکردند."""
منفی,خواندن این کتاب مرا ناامید کرد. داستان پیچیده و کمی بی‌روح بود.
